CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
DLMIC1583,RIO BALSAS 4,BALSAS,GUERRERO,LA UNION DE ISIDORO MONTES DE OCA,RIO BAJO BALSAS,RIO BALSAS,LOTICO,RIO,-102.15885,17.98179,2020,<2,Excelente,24.43,Aceptable,<10,Excelente,40,Excelente,<3,Excelente,,,66.1,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLMIC1584,RIO BALSAS 2,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,RIO BALSAS,LOTICO - COSTERO (HUMEDAL),RIO,-102.16969,17.94950,2020,,,,,<10,Excelente,,,,,457,Contaminada,,,101.8,Excelente,93.1,Excelente,73.3,Excelente,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLMIC1585,RIO BALSAS CORRIENTE IZQUIERDA - ALBATROS,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO BAJO BALSAS,RIO BALSAS CORRIENTE IZQUIERDA - ALBATROS,LOTICO - COSTERO (HUMEDAL),RIO,-102.18521,17.93875,2020,,,,,<10,Excelente,,,,,52,Excelente,,,93.1,Excelente,90.1,Excelente,75.8,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLMIC1586M1,LOS PINZANES,BALSAS,MICHOACAN DE OCAMPO,HUETAMO,RIO BAJO BALSAS,RIO TACAMBARO,LOTICO,RIO,-101.11099,18.52238,2020,6.7,Aceptable,44.68,Contaminada,476,Fuertemente contaminada,46110,Fuertemente contaminada,21430,Fuertemente contaminada,,,98.5,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,SST,CF,E_COLI,",SI,NO,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1588,RIO LERMA 42,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,BRISE?AS,RIO LERMA 7,RIO LERMA,LOTICO,RIO,-102.62581,20.23139,2020,5.52,Buena calidad,37.58,Aceptable,103.67,Aceptable,27550,Fuertemente contaminada,20140,Fuertemente contaminada,,,80.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1589,RIO DUERO 1,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,BRISE?AS,RIO LERMA 7,RIO DUERO,LOTICO,RIO,-102.62428,20.23314,2020,4.9,Buena calidad,42.25,Contaminada,86.6,Aceptable,11980,Fuertemente contaminada,740,Aceptable,,,52.1,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LOTICO
DLMIC1590,RIO LERMA 18,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,BRISE?AS,RIO LERMA 7,RIO LERMA,LOTICO (HUMEDAL),RIO,-102.61965,20.23788,2020,<2,Excelente,42,Contaminada,90.67,Aceptable,24810,Fuertemente contaminada,310,Buena calidad,,,69.1,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LOTICO
DLMIC1591,RIO DUERO 3,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,BRISE?AS,RIO LERMA 7,RIO DUERO,LOTICO (HUMEDAL),RIO,-102.56771,20.25746,2020,<2,Excelente,29.54,Aceptable,48.4,Buena calidad,1787,Contaminada,158,Buena calidad,,,64.7,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLMIC1594,RIO LERMA 50,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,VISTA HERMOSA,RIO LERMA 7,RIO LERMA,LOTICO,RIO,-102.45735,20.32851,2020,23.5,Aceptable,26.16,Aceptable,1076,Fuertemente contaminada,241960,Fuertemente contaminada,241960,Fuertemente contaminada,,,,,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,ND,SI,LOTICO
DLMIC1595,RIO LERMA 56,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,TANHUATO,RIO LERMA 7,RIO LERMA,LOTICO,RIO,-102.34962,20.33493,2020,19.2,Aceptable,45.18,Contaminada,161.33,Contaminada,57940,Fuertemente contaminada,27230,Fuertemente contaminada,,,80.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,SST,CF,E_COLI,",SI,NO,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1596,RIO LERMA 57,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,TANHUATO,RIO LERMA 7,RIO LERMA,LOTICO,RIO,-102.34568,20.33500,2020,15.9,Aceptable,53.93,Contaminada,142.33,Aceptable,41060,Fuertemente contaminada,27550,Fuertemente contaminada,,,70,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1597,RIO LERMA 25,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,YURECUARO,RIO LERMA 7,RIO LERMA,LOTICO A - Tipo 9,RIO,-102.29311,20.35313,2020,6.3,Aceptable,40.43,Contaminada,148,Aceptable,241960,Fuertemente contaminada,241960,Fuertemente contaminada,,,80.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1598,YURECUARO,LERMA SANTIAGO PACIFICO,JALISCO,AYOTLAN,RIO LERMA 7,RIO LERMA,LOTICO,RIO,-102.28093,20.34488,2020,16.6,Aceptable,47.18,Contaminada,143.75,Aceptable,104620,Fuertemente contaminada,38730,Fuertemente contaminada,,,74.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1600,RIO DUERO PUENTE ARIO DE RAYON,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,ZAMORA,RIO DUERO,RIO DUERO,LOTICO,RIO,-102.34377,20.02542,2020,3.78,Buena calidad,<10,Excelente,118.67,Aceptable,155310,Fuertemente contaminada,41060,Fuertemente contaminada,,,79.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1601,LA ESTANZUELA,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,IXTLAN,RIO LERMA 7,RIO DUERO,LOTICO,RIO,-102.37227,20.11953,2020,6.27,Aceptable,11.65,Buena calidad,101.6,Aceptable,241960,Fuertemente contaminada,241960,Fuertemente contaminada,,,94.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1606,RIO LERMA 40,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,NUMARAN,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-101.92993,20.21702,2020,13.6,Aceptable,69.08,Contaminada,140.6,Aceptable,4100,Contaminada,3100,Fuertemente contaminada,,,135.5,Contaminada,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,OD%L,",SI,NO,SI,NO,NO,ND,NO,SI,LOTICO
DLMIC1607,RIO LERMA 58,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-101.96678,20.35836,2020,6.9,Aceptable,83.5,Contaminada,354.67,Contaminada,30760,Fuertemente contaminada,1421,Fuertemente contaminada,,,51.6,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,SST,CF,E_COLI,",SI,NO,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1608,RIO LERMA 59,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,LA PIEDAD,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-101.96893,20.35996,2020,10.2,Aceptable,43.18,Contaminada,60.2,Buena calidad,12033,Fuertemente contaminada,8664,Fuertemente contaminada,,,108.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1609,AGUA ARRIBA DE LA PIEDAD,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,LA PIEDAD,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-101.98269,20.35879,2020,12.1,Aceptable,50,Contaminada,60.2,Buena calidad,12590,Fuertemente contaminada,11780,Fuertemente contaminada,,,91.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1610,RIO LERMA 23,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,LA PIEDAD,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-102.01376,20.32779,2020,10.9,Aceptable,53.68,Contaminada,56.83,Buena calidad,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,70.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1614,AGUA ABAJO DE LA PIEDAD (CASETA DE COBRO),LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,LA PIEDAD,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-102.02359,20.35283,2020,16.9,Aceptable,84.08,Contaminada,100.83,Aceptable,241960,Fuertemente contaminada,241960,Fuertemente contaminada,,,46.7,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1615,AGUAS ABAJO DE LA PIEDAD,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,LA PIEDAD,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-102.02470,20.38070,2020,13.9,Aceptable,75.33,Contaminada,58.8,Buena calidad,109200,Fuertemente contaminada,61300,Fuertemente contaminada,,,59.1,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1616,RIO LERMA 63,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,LA PIEDAD,RIO LERMA 6,RIO LERMA,LOTICO A - Tipo 9,RIO,-102.09171,20.38360,2020,22.8,Aceptable,38.93,Aceptable,82.6,Aceptable,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,91.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1617,RIO LERMA 62,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,LA PIEDAD,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-102.09684,20.38389,2020,12.3,Aceptable,50.68,Contaminada,50.63,Buena calidad,17329,Fuertemente contaminada,12033,Fuertemente contaminada,,,99,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1618,RIO LERMA 61,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,LA PIEDAD,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-102.17366,20.36846,2020,21,Aceptable,48,Contaminada,79,Aceptable,19560,Fuertemente contaminada,8820,Fuertemente contaminada,,,108.8,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1619,RIO LERMA 60,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,LA PIEDAD,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-102.17757,20.36581,2020,15.4,Aceptable,53.68,Contaminada,90,Aceptable,19350,Fuertemente contaminada,3990,Fuertemente contaminada,,,69.2,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1620,RIO COAHUAYANA SAN VICENTE,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,COAHUAYANA,COAHUAYANA 2,RIO COAHUAYANA,LOTICO,RIO,-103.70248,18.74231,2020,<2,Excelente,18.3,Buena calidad,308.4,Contaminada,9320,Contaminada,6440,Fuertemente contaminada,,,92.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1621,RIO COAHUAYANA 3,LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,COAHUAYANA 2,RIO COAHUAYANA,LOTICO (HUMEDAL),RIO,-103.71364,18.72404,2020,<2,Excelente,17.47,Buena calidad,224.6,Contaminada,10760,Fuertemente contaminada,4650,Fuertemente contaminada,,,95.5,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1622,PUENTE COHUAYANA,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,COAHUAYANA,COAHUAYANA 2,RIO COAHUAYANA,LOTICO (HUMEDAL),RIO,-103.71597,18.71725,2020,<2,Excelente,<10,Excelente,203.6,Contaminada,34480,Fuertemente contaminada,18500,Fuertemente contaminada,,,92.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1623,RIO COAHUAYANA 1,LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,COAHUAYANA 2,RIO COAHUAYANA,LOTICO - COSTERO (HUMEDAL),RIO,-103.73837,18.69446,2020,<2,Excelente,11.024,Buena calidad,306.5,Contaminada,1354,Contaminada,441,Buena calidad,,,82.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,",SI,SI,NO,NO,SI,ND,SI,SI,COSTERO
DLMIC1624,DESEMBOCADURA  RIO COAHUAYANA 2,LERMA SANTIAGO PACIFICO,COLIMA,TECOMAN,COAHUAYANA 2,TRANSICION RIO - MAR,LOTICO - COSTERO,BAHIA,-103.73860,18.68520,2020,<2,Excelente,33.925,Aceptable,167.1,Contaminada,17220,Fuertemente contaminada,4590,Fuertemente contaminada,,,92.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,COSTERO
DLMIC1625,"PLAYA BOCA DE APIZA SEG 39, 1 ISA10B",LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,COAHUAYANA,COAHUAYANA 2,OCEANO PACIFICO,COSTERO,OCEANO-MAR,-103.73548,18.68360,2020,,,,,<10,Excelente,,,,,10,Excelente,,,108.3,Excelente,107,Excelente,106.8,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLMIC1626,"PLAYA BOCA DE APIZA  SEG 39, 2 ISA10B",LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,COAHUAYANA,COAHUAYANA 2,OCEANO PACIFICO,COSTERO,OCEANO-MAR,-103.73241,18.68236,2020,,,,,<10,Excelente,,,,,74,Excelente,,,111.7,Buena calidad,110.5,Buena calidad,109.3,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLMIC1627W1,ESTERO MEZCALA 2,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,COAHUAYANA,COAHUAYANA 2,ESTERO MEZCALA,LENTICO,ESTERO,-103.70190,18.65992,2020,<2,Excelente,<10,Excelente,<10,Excelente,1935,Contaminada,209,Buena calidad,,,,,28.5,Contaminada,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Amarillo,"CF,OD%S,",SI,SI,SI,NO,SI,ND,NO,SI,LENTICO
DLMIC1628W1,ESTERO MEZCALA 1,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,COAHUAYANA,COAHUAYANA 2,ESTERO MEZCALA,LENTICO,ESTERO,-103.70200,18.65839,2020,<2,Excelente,<10,Excelente,<10,Excelente,1523,Contaminada,51,Excelente,,,,,26.8,Contaminada,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Amarillo,"CF,OD%S,",SI,SI,SI,NO,SI,ND,NO,SI,LENTICO
DLMIC1629W1,ESTERO MEZCALA 3,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,COAHUAYANA,COAHUAYANA 2,ESTERO MEZCALA,LENTICO,ESTERO,-103.70335,18.65686,2020,<2,Excelente,<10,Excelente,<10,Excelente,2909,Contaminada,94,Excelente,,,,,27.1,Contaminada,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Amarillo,"CF,OD%S,",SI,SI,SI,NO,SI,ND,NO,SI,LENTICO
DLMIC1630W1,ESTERO MEZCALA,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,COAHUAYANA,COAHUAYANA 2,ESTERO MEZCALA,LENTICO,ESTERO,-103.70012,18.65393,2020,4.96,Buena calidad,14.9,Buena calidad,<10,Excelente,15531,Fuertemente contaminada,203,Buena calidad,,,,,,,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,ND,SI,LENTICO
DLMIC1637,HIDROMETRICA CUPATITZIO (C.F.E.) LA PINERA,BALSAS,MICHOACAN DE OCAMPO,URUAPAN,RIO CUPATITZIO,RIO CUPATITZIO,LOTICO,RIO,-102.08240,19.34020,2020,<2,Excelente,<10,Excelente,<10,Excelente,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,69.4,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1639,HIDROMETRICA C.F.E.,BALSAS,MICHOACAN DE OCAMPO,URUAPAN,RIO CUPATITZIO,RIO CUPATITZIO,LOTICO,RIO,-102.06979,19.36078,2020,<2,Excelente,<10,Excelente,<10,Excelente,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,96.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1641,"INDUSTRIAL PAPELERA MEXICANA, S.A. DE C.V. (AGUAS ARRIBA)",BALSAS,MICHOACAN DE OCAMPO,URUAPAN,RIO CUPATITZIO,ARROYO LA COFRADIA,LOTICO,DESCARGA,-102.02637,19.42327,2020,232.25,Fuertemente contaminada,393.38,Fuertemente contaminada,71,Buena calidad,6867000,Fuertemente contaminada,6488000,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,1.645,Toxicidad moderada,8.823,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,OD%L,TOX_L,",NO,NO,SI,NO,NO,ND,NO,NO,LOTICO
DLMIC1642,"INDUSTRIAL PAPELERA MEXICANA, S.A. DE C.V. (AGUAS ABAJO)",BALSAS,MICHOACAN DE OCAMPO,URUAPAN,RIO CUPATITZIO,ARROYO LA COFRADIA,LOTICO,DESCARGA,-102.02288,19.41893,2020,890,Fuertemente contaminada,1875.5,Fuertemente contaminada,176,Contaminada,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,<1,No Toxico,3.004,Toxicidad moderada,,,,,,,,,Rojo,"DBO,DQO,SST,CF,E_COLI,OD%L,",NO,NO,NO,NO,NO,ND,NO,SI,LOTICO
DLMIC1649,LA PASTORIA (CUPATITZIO),BALSAS,MICHOACAN DE OCAMPO,LA HUACANA,RIO CUPATITZIO,RIO EL MARQUEZ,LOTICO (HUMEDAL),RIO,-102.05910,18.93365,2020,<2,Excelente,<10,Excelente,14.8,Excelente,1430,Contaminada,41,Excelente,,,105.5,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLMIC1651,PUENTE CAPIRIO,BALSAS,MICHOACAN DE OCAMPO,MUGICA,RIO BAJO BALSAS,RIO TEPALCATEPEC,LOTICO (HUMEDAL),RIO,-102.13444,18.84971,2020,<2,Excelente,21.53,Aceptable,242.33,Contaminada,61310,Fuertemente contaminada,38730,Fuertemente contaminada,,,91.6,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1652,DESEMBOCADURA RIO NEXPA,BALSAS,MICHOACAN DE OCAMPO,LAZARO CARDENAS,RIO NEXPA,TRANSICION RIO - MAR,LOTICO - COSTERO (HUMEDAL),ESTERO,-102.78732,18.08452,2020,,,,,152.6,Contaminada,,,,,359,Contaminada,,,99,Excelente,,,,,,,<1,No Toxico,,,,,<1,No Toxico,,,Rojo,"SST,ENT_FEC,",ND,ND,NO,ND,ND,NO,SI,SI,COSTERO
DLMIC1654,PLAYON MEXIQUILLO 1,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,AQUILA,RIOS MARMEYERA-TUPITINA,PLAYON MEXIQUILLO,COSTERO (HUMEDAL),BAHIA,-102.81401,18.09528,2020,,,,,73.4,Buena calidad,,,,,8704,Fuertemente contaminada,,,93.1,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLMIC1655,PLAYON MEXIQUILLO 2,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,AQUILA,RIOS MARMEYERA-TUPITINA,PLAYON MEXIQUILLO,COSTERO (HUMEDAL),BAHIA,-102.90333,18.13406,2020,,,,,23.8,Excelente,,,,,24196,Fuertemente contaminada,,,99,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLMIC1656,PLAYA MARUATA 1,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,AQUILA,RIOS AQUILA-OSTUTA,PLAYA MARUATA,COSTERO (HUMEDAL),BAHIA,-103.34867,18.26772,2020,,,,,63.7,Buena calidad,,,,,84,Excelente,,,104.2,Excelente,103.6,Excelente,103.1,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
DLMIC1657,PLAYA MARUATA 3,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,AQUILA,RIOS AQUILA-OSTUTA,PLAYA MARUATA,COSTERO (HUMEDAL),BAHIA,-103.34825,18.26871,2020,,,,,<10,Excelente,,,,,3255,Fuertemente contaminada,,,34.5,Aceptable,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLMIC1658W1,PLAYA MARUATA 2,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,AQUILA,RIOS AQUILA-OSTUTA,PLAYA MARUATA,LENTICO - COSTERO (HUMEDAL),ESTERO,-103.34965,18.26794,2020,,,,,<10,Excelente,,,,,581,Fuertemente contaminada,,,53.3,Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLMIC1659,PLAYA DE COLOLA 1,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,AQUILA,RIOS AQUILA-OSTUTA,PLAYA DE COLOLA,COSTERO (HUMEDAL),BAHIA,-103.42129,18.30145,2020,,,,,26.6,Buena calidad,,,,,8164,Fuertemente contaminada,,,45.9,Aceptable,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLMIC1660,PLAYA DE COLOLA 2,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,AQUILA,RIOS AQUILA-OSTUTA,PLAYA DE COLOLA,COSTERO (HUMEDAL),BAHIA,-103.43541,18.30652,2020,,,,,74,Buena calidad,,,,,24196,Fuertemente contaminada,,,92.2,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
DLMIC1661,PLAYA DE COLOLA 3,LERMA SANTIAGO PACIFICO,MICHOACAN DE OCAMPO,AQUILA,RIOS AQUILA-OSTUTA,PLAYA DE COLOLA,COSTERO (HUMEDAL),BAHIA,-103.44821,18.31176,2020,,,,,13.76,Excelente,,,,,30,Excelente,,,107,Excelente,104.3,Excelente,102.7,Excelente,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
